@relation R_data_frame

@attribute chou_fasman numeric
@attribute emini numeric
@attribute kolaskar_tongaonkar numeric
@attribute parker numeric
@attribute isoelectric_point numeric
@attribute aromaticity numeric
@attribute hydrophobicity numeric
@attribute stability numeric
@attribute target {Non-promoting,Promoting}

@data
0.771,0.33,1.083,-0.425,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.823,0.062,1.111,-1.275,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.896,0.054,1.173,0.288,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.704,0.206,1.114,-0.613,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.847,0.528,1.061,0.213,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.849,0.271,1.057,-0.85,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.952,1.277,0.993,2.575,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.741,0.262,1.057,-1.287,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.784,0.356,1.071,-1.725,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.881,4.754,0.991,2.325,8.272888,0.072491,-0.189591,30.442026,Promoting
0.807,0.534,1.033,1.125,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.745,0.113,1.085,-0.363,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.985,0.345,1.009,1.538,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.161,0.993,1.019,3.963,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.07,0.484,1.034,2.288,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.039,2.509,0.966,4.425,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.821,0.33,1.076,-1.575,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.909,0.613,1.025,1.087,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.766,0.203,1.048,1.525,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.905,0.229,1.076,1.95,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.805,0.13,1.141,0.825,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.004,0.626,1.051,3.45,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.762,0.278,1.093,1.125,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.2,0.207,0.987,3.6,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.073,0.125,1.042,1.463,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.183,0.192,0.972,2.263,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.009,0.122,1.008,-0.537,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.8,0.283,1.068,1.525,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.019,0.419,1.035,2.65,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.904,0.219,1.107,-1.425,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.116,0.772,1.038,4.162,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.927,0.093,1.084,-2.412,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.198,0.192,1.112,3.788,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.886,0.792,1.022,0.6,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.027,0.153,1.059,-1.425,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.085,0.999,0.906,2.788,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.782,0.661,1.027,0.875,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.755,0.331,1.089,-0.3,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.004,0.277,1.106,1.475,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.054,0.212,1.036,2.887,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.007,0.514,1.06,0.95,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.835,0.215,1.108,-1.125,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.954,1.097,1.002,3.7,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.004,0.929,1.01,2.962,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.894,0.378,1.107,-1.75,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.174,0.248,0.965,3.075,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.958,1.358,0.958,0.613,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.833,0.495,1.064,0.113,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.137,0.788,0.913,4.288,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.2,1.561,0.936,3.575,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.051,0.321,0.974,1.713,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.965,0.31,1.122,0.825,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.957,0.237,1.045,1.513,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.819,0.16,1.093,-1.075,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.886,0.387,1.038,-0.462,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.077,0.849,0.994,3.775,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.249,2.057,0.903,3.75,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.651,0.272,1.055,-1.562,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.764,1.792,1.033,3.237,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.087,0.524,0.998,4.862,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.77,2.274,1.005,2.625,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.782,0.661,1.027,0.875,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.941,1.951,0.966,4.15,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.073,1.155,0.989,2.288,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.811,0.294,1.052,0.7,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.988,5.747,0.901,5.95,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.866,0.572,1.062,-0.425,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.796,1.787,1.036,1.913,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.925,1.552,0.989,2.888,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.772,0.386,1.053,0.163,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.829,0.983,1.031,2.775,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.93,0.926,1.081,2.85,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.922,0.387,0.967,1.963,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.929,0.964,1.031,2.125,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.801,1.445,1.059,-0.312,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.979,2.173,0.977,4.138,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.631,0.139,1.124,-2.55,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.81,1.77,1.036,1.1,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.781,0.297,1.058,-1.825,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.941,0.239,1.112,0.875,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.796,0.764,0.985,1.725,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.185,1.348,0.978,4.962,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.745,0.218,1.058,-2.212,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.971,1.541,0.975,2.7,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.011,0.347,0.953,1.087,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.039,1.742,0.993,3.438,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.847,2.528,1.016,1.488,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.941,0.296,1.019,1.963,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.11,2.064,0.952,4.438,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.91,0.394,1.094,1.387,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.801,1.858,1.048,2.05,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.65,0.291,1.074,-0.425,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.792,0.696,1.043,1.762,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.837,0.268,1.134,1.575,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.754,0.441,1.079,-1.313,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.922,3.375,0.949,2.413,8.272888,0.072491,-0.189591,30.442026,Promoting
1.001,0.185,1.065,0.863,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.823,0.087,1.133,-1.037,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.974,0.292,1.038,1.363,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.194,0.604,0.956,3.188,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.634,0.094,1.114,-3.95,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.861,0.359,1.015,-0.012,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.829,0.164,1.141,0.862,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.981,0.972,1.001,2.35,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.034,0.103,1.057,-0.063,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.791,0.101,1.162,-2.05,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.005,0.28,1.063,1.338,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.022,1.926,0.942,3.925,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.943,1.006,0.945,2.363,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.074,0.873,0.985,2.775,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.969,0.309,1.03,1.013,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.831,0.138,1.086,1.125,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.106,0.39,0.974,2.538,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.086,0.518,0.986,2.237,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.86,0.093,1.033,-0.612,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.284,0.296,1.033,3.425,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.072,1.155,0.989,2.288,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.985,0.15,1.073,1.012,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.132,2.379,0.96,1.775,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.035,0.626,0.972,3.038,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.807,0.235,1.089,-1.7,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.861,0.266,1.09,-0.512,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.887,0.454,0.998,1.763,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.728,0.07,1.097,-1.788,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.02,0.084,1.002,-0.5,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.154,0.516,0.909,2.737,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.979,0.446,0.941,-0.187,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.039,0.308,1.068,2.113,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.085,5.132,0.928,5.237,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.261,1.092,0.964,4.1,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.083,0.33,1.006,1.975,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.164,0.296,1.027,2.188,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1,2.021,1.007,2.325,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.864,0.125,1.119,-0.85,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.881,0.712,1.017,0.775,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.069,0.591,1.022,0.2,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.008,0.514,1.06,0.95,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.855,2.92,1.018,2.513,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.679,0.157,1.092,-2.15,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.946,0.917,1.067,0.113,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.719,0.175,1.088,-3.937,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.748,0.711,1.055,-0.3,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.154,1.464,1.012,3.4,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.776,0.139,1.123,-3.25,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.984,0.161,1.089,-0.962,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.777,0.851,1.086,-0.212,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.192,1.355,0.953,4.513,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1,1.487,0.962,1.587,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.816,0.905,1.028,0.863,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.157,0.938,0.99,3.425,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.077,0.101,1.129,1.975,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.084,0.495,0.969,4.325,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.736,0.921,1.042,0.65,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.733,0.604,1.042,-0.15,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.752,0.097,1.134,-4.512,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.028,0.887,0.992,2.625,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.702,0.181,1.099,-2.65,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.763,0.225,1.08,-0.55,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.854,0.187,1.076,0.25,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.172,0.19,1.027,3.025,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.801,0.069,1.176,-2.2,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.831,0.26,1.071,-2.625,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.891,0.628,1.027,0.913,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.899,0.61,0.986,0.838,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.899,0.515,0.968,-0.525,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.846,0.569,1.03,1.3,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.034,0.116,1.043,1.238,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.906,0.598,0.992,1.788,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.815,0.652,1.066,0.025,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.99,0.868,0.988,0.875,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.847,0.528,1.061,0.213,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.836,0.864,1.031,0.138,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.829,0.983,1.031,2.775,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.872,0.372,1.113,2.538,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.946,0.917,1.067,0.113,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.912,0.463,1.111,0.725,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.835,1.362,1.034,2.838,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.903,1.916,0.994,2.538,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.018,0.661,0.958,3.05,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.835,2.145,1.058,1.788,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.757,0.509,1.069,-1.35,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.904,0.184,1.016,-0.162,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.934,1.728,0.977,2.637,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.91,0.459,1.081,0,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.931,0.899,0.981,2.213,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.86,0.089,1.092,-0.887,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.03,4.163,0.957,2.038,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.791,0.843,1.086,-1.025,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.915,0.818,1.01,0.525,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.914,0.522,1.019,1.175,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.117,1.087,1.007,3.4,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.837,0.907,1.011,0.138,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.069,2.095,0.979,4.412,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.795,0.396,1.088,-1.162,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.087,2.478,0.957,4.15,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.913,1.965,1.008,2.35,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.079,1.777,0.988,4.2,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.032,2.246,0.981,4.213,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.981,3.064,0.935,2.45,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.799,1.593,1.052,1.788,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.992,0.072,1.166,0.838,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.725,0.188,1.125,-2.225,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.764,0.319,1.126,-1.112,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.904,0.191,1.129,1.325,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.154,0.118,1.03,1.8,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.885,0.754,1.042,0.6,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.052,0.207,1.012,1.213,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.886,0.387,1.038,-0.462,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.719,0.754,1.08,1.563,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.751,0.322,1.032,0.05,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.08,0.83,1.008,3,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.989,1.72,0.999,2.575,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.631,0.139,1.124,-2.55,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.774,0.041,1.162,-2.937,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.726,0.257,1.066,-3.487,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.046,0.696,0.955,2.35,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.887,0.454,0.997,1.762,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.036,0.189,1.049,0.175,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.879,0.099,1.118,-2.925,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.77,0.517,1.071,-0.937,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.691,0.388,1.089,-1.025,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.854,0.257,1.034,-0.837,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.912,0.06,1.102,-0.788,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.779,0.278,1.072,-0.7,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.016,0.551,1.011,2.425,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.109,0.887,1.03,1.988,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.996,3.605,0.947,2.3,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.746,0.657,1.093,-0.075,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.799,0.117,1.159,-0.637,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.728,0.313,1.142,-2.2,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.821,0.509,1.052,-1.337,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.837,0.453,1.115,-2.288,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.856,0.281,1.026,-1.113,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.878,0.269,1.065,1.513,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.946,1.242,0.977,2.3,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.83,0.624,1.029,0.075,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.687,0.205,1.079,-2.05,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.874,4.657,0.962,1.538,8.272888,0.072491,-0.189591,30.442026,Promoting
0.845,0.556,1.012,-0.387,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.119,0.944,1.079,1.375,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.82,0.803,1.054,1.363,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.811,0.291,1.078,-2.287,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.921,0.111,1.158,0.15,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.734,0.38,1.109,-1.5,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.896,1.369,1.056,0.938,8.272888,0.072491,-0.189591,30.442026,Promoting
0.652,0.102,1.101,-1.85,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.865,0.345,1.003,0.3,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.074,0.15,0.989,2.088,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.782,0.162,1.065,0.025,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.848,0.287,1.038,-1.188,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.894,1.115,0.942,2.875,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.007,0.142,1.001,0.038,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.67,0.031,1.139,-4.275,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.021,0.601,1.001,1.538,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.849,0.67,1.006,-1.787,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.807,0.336,1.061,-2.275,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.998,2.889,0.966,2.65,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.098,0.338,0.985,1.988,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.88,0.452,1.009,1.438,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.725,0.293,1.059,-1.662,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.018,0.366,0.944,1.025,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.969,0.199,1.119,0.55,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.777,1.056,1.008,2.063,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.777,0.364,1.035,-0.4,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.886,0.33,1.042,2.925,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.035,0.616,0.931,2.575,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.051,2.017,0.947,4.263,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.018,0.35,0.978,2.575,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.099,0.498,0.974,1.862,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.19,1.152,0.963,2.225,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.063,0.835,0.926,2.413,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.066,2.323,0.947,2.813,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.005,0.425,1.042,1.063,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.922,0.363,1.079,-1.087,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.992,0.167,1.135,1.575,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.199,1.034,0.998,2.45,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.183,0.77,0.998,2.9,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.966,0.374,1.038,0.688,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.789,0.104,1.137,-2.45,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.292,0.363,1.009,4.838,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.938,0.097,1.141,-0.487,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.089,0.449,1.054,2.263,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.2,1.561,0.936,3.575,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.899,1.24,1.003,2.288,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.731,0.084,1.141,-4.662,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.166,0.642,1.028,2.838,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.941,1.194,1.013,1.687,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.927,0.546,1.054,-0.875,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.711,0.088,1.095,-4.188,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.05,0.381,1.035,1.688,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.972,0.698,1.03,-0.587,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.831,0.26,1.071,-2.625,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.944,0.644,1.014,1.325,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.813,0.422,1.078,1.45,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.116,0.772,1.038,4.162,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.01,0.617,1.074,1.05,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.955,1.552,1.01,2.663,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.83,0.624,1.029,0.075,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.785,0.374,1.051,-1.725,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.137,1.037,0.972,4.413,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.146,0.613,0.977,3.6,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.961,0.899,1.001,1.988,8.272888,0.072491,-0.189591,30.442026,Non-promoting
1.139,4.147,0.942,5.412,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.998,2.889,0.966,2.65,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.981,2.046,1.007,2.175,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.792,0.334,1.049,-0.087,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.884,0.218,1.101,-0.962,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.792,0.334,1.049,-0.087,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.95,1.091,0.987,1.913,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.911,1.359,1.015,1.25,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.982,9.43,0.914,3.938,8.272888,0.072491,-0.189591,30.442026,Promoting
0.958,0.204,1.057,-0.25,8.272888,0.072491,-0.189591,30.442026,Non-promoting
0.731,0.147,1.145,-2.337,8.272888,0.072491,-0.189591,30.442026,Non-promoting
